User,CARD INDEX,Card Brand,Card Type,Card Number,Expires,CVV,Has Chip,Cards Issued,Credit Limit,Acct Open Date,Year PIN last Changed,Card on Dark Web
437,1,Visa,Debit,4878301968196169,09/2022,33,YES,1,437,11/2009,2010,No
438,0,Mastercard,Debit,5687094950907399,08/2019,289,YES,1,438,03/2018,2018,No
438,1,Visa,Debit,4877797934126603,08/2024,237,YES,1,438,11/2004,2010,No
438,2,Discover,Credit,6773009361532105,06/2024,38,YES,1,438,03/2006,2008,No
439,0,Visa,Debit,4194422558945686,05/2018,208,NO,1,439,10/2017,2017,No
439,1,Mastercard,Debit (Prepaid),5433671830348176,03/2022,732,YES,1,439,11/2008,2008,No
439,2,Mastercard,Debit,5164347231652886,04/2024,14,YES,2,439,04/2008,2011,No
439,3,Mastercard,Debit,5774618783513739,01/2020,902,YES,2,439,09/2009,2009,No
439,4,Amex,Credit,335499499050062,11/2020,520,NO,2,439,01/2007,2007,No
440,0,Visa,Debit,4208678188310578,05/2024,462,YES,1,440,11/2003,2009,No
440,1,Amex,Credit,344420840489865,11/2024,330,YES,2,440,04/1998,2010,No
440,2,Visa,Debit,4904264423390551,02/2008,240,YES,2,440,07/2004,2012,No
440,3,Mastercard,Debit,5291048760665798,04/2017,940,YES,1,440,11/2009,2012,No
441,0,Mastercard,Debit,5594052672345392,10/2021,748,YES,1,441,11/2008,2010,No
441,1,Visa,Credit,4009130422427807,02/2021,247,YES,2,441,05/2004,2012,No
442,0,Amex,Credit,303823669078373,02/2020,876,YES,2,442,02/2020,2020,No
442,1,Discover,Credit,6262934801438359,06/2021,565,YES,2,442,01/2020,2020,No
442,2,Visa,Credit,4619139517493572,02/2020,681,YES,1,442,01/2020,2020,No
443,0,Mastercard,Debit,5250142801861718,02/2023,485,YES,2,443,04/2010,2011,No
443,1,Visa,Debit,4411314646067924,06/2023,47,YES,2,443,11/2009,2009,No
443,2,Mastercard,Debit,5384107443816532,06/2021,90,YES,2,443,05/2009,2011,No
443,3,Mastercard,Debit,5291753153918147,07/2018,855,YES,1,443,04/2010,2010,No
444,0,Mastercard,Credit,5089899761133479,02/2021,743,YES,2,444,02/2020,2020,No
444,1,Visa,Debit,4756400836306008,07/2022,401,YES,1,444,01/2020,2020,No
445,0,Mastercard,Debit,5551460726922763,07/2021,115,YES,2,445,11/2002,2010,No
446,0,Mastercard,Credit,5419443574655374,10/2023,520,YES,2,446,09/2008,2008,No
446,1,Mastercard,Debit (Prepaid),5391276903408071,10/2012,935,YES,2,446,05/2006,2014,No
446,2,Mastercard,Credit,5810850276328483,01/2020,877,NO,2,446,01/2006,2012,No
446,3,Visa,Credit,4328702811759379,02/2022,564,NO,1,446,09/2002,2013,No
446,4,Mastercard,Debit,5054918583369098,03/2021,18,YES,2,446,05/2008,2011,No
447,0,Visa,Debit,4907163278067635,09/2021,857,YES,1,447,01/2020,2020,No
447,1,Mastercard,Debit (Prepaid),5147465861467114,04/2024,905,YES,1,447,01/2020,2020,No
448,0,Amex,Credit,304617902043505,03/2017,382,YES,1,448,05/2012,2012,No
448,1,Mastercard,Debit,5496405569223399,11/2014,30,YES,1,448,01/2013,2013,No
448,2,Mastercard,Credit,5019514365242810,05/2024,508,YES,1,448,01/2005,2012,No
449,0,Mastercard,Debit (Prepaid),5251447871603744,03/2008,292,YES,1,449,10/2002,2011,No
449,1,Mastercard,Debit,5210434230147620,06/2022,262,YES,2,449,06/2016,2016,No
449,2,Visa,Credit,4372177587368958,05/2022,450,YES,1,449,01/2006,2011,No
450,0,Mastercard,Debit,5198052110187452,01/2020,912,YES,1,450,12/2016,2016,No
450,1,Mastercard,Debit (Prepaid),5390138872145738,03/2020,267,YES,1,450,02/2020,2020,No
450,2,Visa,Debit,4078898258495002,07/2015,929,YES,2,450,03/2015,2015,No
450,3,Visa,Credit,4301058381185328,03/2023,147,YES,1,450,02/2020,2020,No
450,4,Visa,Debit,4256933161358353,10/2020,83,YES,2,450,01/2020,2020,No
451,0,Amex,Credit,336470004427582,04/2022,487,YES,1,451,01/2020,2020,No
451,1,Mastercard,Debit,5898279833645788,10/2023,139,YES,3,451,01/2020,2020,No
451,2,Visa,Credit,4066440794075203,04/2024,921,YES,2,451,06/2018,2018,No
452,0,Mastercard,Debit,5201386771432172,09/2018,392,YES,1,452,07/2008,2008,No
452,1,Amex,Credit,320871039524025,07/2018,845,YES,1,452,11/2004,2009,No
453,0,Visa,Debit,4003314505746426,07/2021,531,YES,2,453,09/2004,2011,No
454,0,Mastercard,Credit,5218007897890577,12/2021,185,YES,3,454,02/2020,2020,No
454,1,Discover,Credit,6997197066610978,08/2023,619,YES,2,454,02/2020,2020,No
454,2,Mastercard,Credit,5105294422027242,03/2024,831,YES,1,454,10/2008,2010,No
454,3,Visa,Debit,4063054242876751,08/2024,647,YES,2,454,05/2009,2017,No
455,0,Mastercard,Debit,5078853441156478,03/2020,930,YES,1,455,02/2020,2020,No
455,1,Mastercard,Debit,5547476180953081,02/2020,765,YES,1,455,02/2020,2020,No
455,2,Mastercard,Debit,5788341339048168,10/2021,750,YES,2,455,02/2020,2020,No
456,0,Mastercard,Debit (Prepaid),5390318153988797,02/2020,243,YES,2,456,02/2009,2014,No
456,1,Discover,Credit,6713344750325700,10/2005,728,YES,2,456,06/2001,2011,No
456,2,Mastercard,Debit,5918188974230799,01/2021,670,YES,1,456,09/2015,2015,No
457,0,Mastercard,Debit (Prepaid),5412046613062340,03/2021,587,YES,2,457,01/2020,2020,No
458,0,Mastercard,Debit,5422337679062478,02/2024,976,YES,1,458,01/2012,2012,No
458,1,Visa,Credit,4623874187817166,07/2024,385,YES,1,458,04/2009,2013,No
458,2,Mastercard,Credit,5430681770747921,04/2024,594,YES,2,458,05/2009,2010,No
459,0,Amex,Credit,398744318776089,02/2021,992,YES,2,459,01/2006,2009,No
460,0,Visa,Debit (Prepaid),4971872629769691,06/2022,724,YES,3,460,02/2011,2011,No
461,0,Visa,Credit,4007064696917946,11/2022,478,YES,1,461,03/2004,2007,No
461,1,Mastercard,Credit,5282316108928795,04/2023,378,YES,1,461,03/2014,2014,No
461,2,Mastercard,Debit,5739342319047051,02/2020,749,YES,2,461,05/2012,2012,No
461,3,Visa,Debit (Prepaid),4025636893394293,06/2021,112,NO,2,461,07/2017,2017,No
461,4,Mastercard,Debit,5969443034028028,12/2024,783,YES,2,461,08/2015,2015,No
461,5,Mastercard,Debit,5572820991241224,09/2023,178,NO,1,461,07/2010,2011,No
462,0,Discover,Credit,6276276211895289,12/2020,681,YES,2,462,08/2012,2012,No
462,1,Visa,Credit,4690211102957031,06/2023,820,NO,1,462,02/2005,2009,No
462,2,Mastercard,Debit,5309046764363183,01/2013,336,YES,2,462,06/2008,2011,No
462,3,Visa,Credit,4668940576231188,04/2021,310,YES,1,462,05/2009,2009,No
462,4,Visa,Debit,4937598275581336,06/2020,557,YES,1,462,02/2020,2020,No
463,0,Mastercard,Debit,5722539468448178,03/2014,567,YES,2,463,04/2009,2014,No
463,1,Visa,Credit,4318814007161209,03/2016,388,YES,2,463,10/2009,2010,No
463,2,Mastercard,Credit,5436428996800938,11/2023,845,YES,1,463,10/2008,2010,No
463,3,Visa,Debit,4811603557913131,10/2024,994,YES,1,463,09/2010,2016,No
464,0,Visa,Credit,4165611178865695,07/2023,388,YES,1,464,12/2010,2012,No
464,1,Mastercard,Debit,5318873508559141,04/2020,125,YES,2,464,02/2000,2005,No
464,2,Mastercard,Debit,5390794078159439,07/2022,644,YES,2,464,05/2009,2013,No
465,0,Visa,Debit,4240386642532591,02/2013,460,YES,1,465,05/2006,2008,No
465,1,Mastercard,Credit,5529087189553039,10/2023,242,NO,1,465,09/2011,2011,No
465,2,Visa,Debit,4874991494846383,09/2011,140,YES,2,465,08/2011,2011,No
466,0,Mastercard,Debit,5208237598527230,08/2018,261,YES,2,466,11/2017,2017,No
466,1,Mastercard,Debit,5198979610127128,04/2021,198,YES,2,466,08/2001,2009,No
466,2,Visa,Debit,4557993037807765,06/2024,133,YES,1,466,08/2005,2009,No
466,3,Discover,Credit,6626432321225878,04/2012,326,YES,1,466,12/2009,2009,No
467,0,Mastercard,Credit,5222647370028655,02/2020,719,YES,1,467,02/2020,2020,No
467,1,Mastercard,Debit,5809837164960502,02/2020,924,YES,2,467,02/2020,2020,No
467,2,Amex,Credit,396462574931667,01/2021,620,YES,2,467,01/2020,2020,No
468,0,Mastercard,Debit,5422957944601642,09/2024,948,YES,1,468,01/2020,2020,No
468,1,Visa,Debit,4123194661733540,06/2020,64,YES,1,468,02/2020,2020,No
469,0,Mastercard,Debit,5782529755084769,04/2023,269,YES,1,469,02/2020,2020,No
470,0,Visa,Credit,4754358973470963,09/2020,373,YES,2,470,02/2004,2008,No
470,1,Mastercard,Debit,5027764290591247,01/2019,566,YES,1,470,02/2017,2017,No
470,2,Visa,Debit (Prepaid),4326629340318761,04/2020,522,YES,1,470,09/2015,2015,No
470,3,Mastercard,Debit,5305887216431015,01/2023,421,YES,2,470,07/2017,2017,No
471,0,Visa,Credit,4856130775211817,11/2021,465,YES,1,471,03/2017,2017,No
471,1,Visa,Credit,4665143171978631,08/2022,867,YES,1,471,11/2006,2009,No
471,2,Mastercard,Debit,5937799398015248,03/2023,923,YES,2,471,03/2010,2015,No
472,0,Visa,Debit (Prepaid),4060923248609933,08/2018,596,YES,1,472,10/2012,2012,No
472,1,Mastercard,Debit,5310596598623892,04/2017,141,NO,1,472,10/2015,2015,No
472,2,Visa,Debit,4341345706839092,04/2023,273,YES,1,472,02/2020,2020,No
472,3,Visa,Debit,4623542302475012,11/2019,482,YES,2,472,09/2013,2013,No
472,4,Visa,Debit,4494703150961667,02/2021,363,YES,1,472,11/2011,2011,No
472,5,Mastercard,Credit,5605519998768278,02/2022,522,YES,2,472,11/2007,2011,No
472,6,Mastercard,Debit (Prepaid),5315223005212889,11/2020,984,YES,2,472,01/2007,2010,No
473,0,Visa,Debit,4374159186975002,02/2018,407,YES,1,473,10/2002,2008,No
473,1,Mastercard,Debit,5253617024037347,11/2022,224,YES,2,473,05/2016,2016,No
473,2,Amex,Credit,376110023635089,05/2023,593,YES,1,473,04/2011,2013,No
473,3,Visa,Credit,4309882951597541,10/2022,139,YES,2,473,04/2017,2017,No
474,0,Visa,Debit (Prepaid),4634294164066043,01/2023,50,NO,1,474,01/2001,2007,No
475,0,Visa,Debit,4252420197645247,08/2021,661,YES,2,475,02/2020,2020,No
475,1,Visa,Credit,4729190647946641,01/2020,219,YES,2,475,01/2020,2020,No
476,0,Visa,Credit,4272312295078550,05/2020,575,YES,1,476,01/2020,2020,No
476,1,Visa,Debit,4159082277360922,02/2020,566,YES,1,476,01/2020,2020,No
477,0,Mastercard,Debit,5227469913438853,02/2024,788,YES,1,477,02/2020,2020,No
477,1,Visa,Debit,4669977836863167,03/2020,452,YES,1,477,01/2020,2020,No
477,2,Visa,Debit,4339544686242558,10/2020,141,YES,2,477,06/2014,2014,No
478,0,Visa,Credit,4346937080498804,09/2024,769,YES,3,478,06/2009,2009,No
479,0,Mastercard,Credit,5603668323038217,01/2023,118,YES,2,479,02/2006,2008,No
479,1,Mastercard,Debit (Prepaid),5677571318458572,08/2023,426,YES,2,479,06/2018,2018,No
480,0,Visa,Debit (Prepaid),4910699106963260,03/2021,36,YES,1,480,04/2001,2009,No
481,0,Visa,Debit,4129256843458775,08/2022,936,YES,2,481,06/2004,2010,No
481,1,Visa,Credit,4008696033204121,02/2023,124,NO,1,481,01/1999,2011,No
481,2,Discover,Credit,6822627615926082,08/2022,344,NO,1,481,05/2014,2014,No
481,3,Mastercard,Debit,5843025504634580,12/2009,568,YES,1,481,08/2004,2009,No
481,4,Visa,Credit,4860334220798378,02/2020,146,YES,1,481,01/2008,2010,No
482,0,Mastercard,Debit,5250625336912959,04/2022,326,YES,1,482,07/2006,2010,No
482,1,Visa,Debit,4295691183724130,12/2022,78,YES,1,482,12/2011,2011,No
482,2,Mastercard,Debit (Prepaid),5918296616309874,05/2024,983,YES,1,482,04/2013,2013,No
482,3,Mastercard,Debit,5051979533646210,08/2021,72,YES,1,482,12/2016,2016,No
482,4,Mastercard,Credit,5175842699412235,12/2024,438,YES,1,482,09/2005,2015,No
483,0,Mastercard,Debit (Prepaid),5366433748394946,02/2020,959,YES,3,483,01/2020,2020,No
484,0,Visa,Credit,4260588104283621,06/2024,646,YES,2,484,10/2016,2016,No
484,1,Visa,Credit,4328913170467623,09/2024,875,YES,2,484,10/2010,2013,No
484,2,Mastercard,Credit,5856087823647751,02/2020,101,YES,2,484,01/2018,2018,No
485,0,Visa,Debit,4918920924597941,12/2020,463,YES,1,485,11/2008,2012,No
486,0,Visa,Debit (Prepaid),4099931530727553,02/2022,393,YES,1,486,06/2009,2009,No
486,1,Discover,Credit,6749467984713176,08/2010,619,YES,2,486,08/2007,2012,No
486,2,Visa,Debit,4141516913053061,05/2020,962,YES,1,486,03/2007,2013,No
486,3,Mastercard,Credit,5158289509346685,01/2023,32,YES,2,486,05/2007,2007,No
486,4,Discover,Credit,6676808854553552,04/2021,65,YES,2,486,12/1991,2009,No
487,0,Amex,Credit,300105541992311,07/2010,939,NO,1,487,10/2006,2010,No
487,1,Mastercard,Credit,5263770459718869,10/2021,775,YES,2,487,06/2016,2016,No
487,2,Visa,Debit,4642596554799017,06/2020,494,YES,1,487,07/2003,2008,No
487,3,Visa,Debit,4197307053098795,02/2022,125,YES,1,487,09/2005,2007,No
487,4,Visa,Debit,4171435281156177,01/2023,914,YES,1,487,09/2002,2008,No
488,0,Visa,Debit,4510409231872101,06/2024,704,YES,1,488,10/1998,2012,No
488,1,Mastercard,Debit,5804171060704037,02/2020,104,YES,2,488,12/2003,2017,No
488,2,Visa,Credit,4015655705133748,01/2020,144,YES,2,488,01/2012,2012,No
488,3,Mastercard,Debit,5955617938111739,08/2013,483,YES,2,488,10/2004,2010,No
489,0,Visa,Debit,4801908937828143,02/2024,380,YES,2,489,05/2007,2008,No
489,1,Mastercard,Debit,5064601983715345,06/2024,589,YES,2,489,04/2009,2014,No
489,2,Visa,Debit,4826493105617247,04/2021,588,YES,2,489,02/1999,2010,No
489,3,Visa,Debit (Prepaid),4787366069867365,12/2019,787,YES,2,489,12/2010,2017,No
490,0,Visa,Debit,4860568003530350,06/2005,137,YES,1,490,03/2003,2011,No
490,1,Visa,Debit,4699453860223857,12/2005,654,NO,1,490,09/2000,2011,No
490,2,Mastercard,Credit,5708794034518412,04/2024,59,NO,1,490,09/2010,2012,No
490,3,Mastercard,Credit,5882977035145192,10/2021,491,YES,2,490,09/2013,2013,No
490,4,Mastercard,Debit,5229188034672607,12/2012,135,YES,2,490,07/2012,2012,No
490,5,Visa,Debit,4061173043608031,05/2021,265,YES,1,490,12/2000,2010,No
491,0,Visa,Credit,4489171973874626,09/2020,973,YES,2,491,10/2014,2014,No
491,1,Mastercard,Credit,5004215911399097,01/2022,811,YES,1,491,11/2004,2013,No
491,2,Mastercard,Debit,5079585270593856,02/2021,606,YES,1,491,01/2006,2010,No
491,3,Mastercard,Debit,5364046151913832,10/1997,969,YES,2,491,09/1994,2013,No
492,0,Mastercard,Credit,5118544604271729,01/2023,774,YES,1,492,01/2020,2020,No
492,1,Amex,Credit,315010583302267,06/2021,201,YES,2,492,09/2017,2017,No
492,2,Mastercard,Debit,5023279394330752,02/2022,976,NO,1,492,02/2009,2010,No
493,0,Mastercard,Credit,5947629329454123,02/2020,571,YES,1,493,02/2020,2020,No
494,0,Amex,Credit,398280185520858,11/2015,89,YES,2,494,02/2015,2015,No
494,1,Mastercard,Debit,5611435574657615,02/2023,150,YES,2,494,01/2013,2013,No
494,2,Visa,Debit,4401126536336200,11/2023,42,YES,1,494,07/2016,2016,No
494,3,Mastercard,Debit,5060522440059037,02/2017,556,YES,1,494,12/2009,2009,No
495,0,Mastercard,Debit (Prepaid),5683429952038146,02/2020,101,YES,1,495,01/2020,2020,No
495,1,Visa,Debit (Prepaid),4412629636683083,05/2024,282,YES,1,495,01/2020,2020,No
495,2,Mastercard,Debit (Prepaid),5887279363070093,02/2020,119,YES,2,495,02/2020,2020,No
496,0,Visa,Debit,4802532694603491,03/2021,868,YES,1,496,02/2020,2020,No
496,1,Visa,Credit,4190870670928435,07/2023,928,YES,2,496,01/2020,2020,No
496,2,Mastercard,Debit,5040077771754434,01/2020,475,YES,1,496,01/2020,2020,No
497,0,Visa,Debit,4479936453853477,09/2024,793,NO,2,497,09/2003,2007,No
497,1,Visa,Credit,4131571170230452,05/2021,738,YES,1,497,07/2009,2013,No
497,2,Mastercard,Debit,5531150587815560,12/2023,428,YES,2,497,12/2009,2009,No
497,3,Mastercard,Credit,5291527325386659,07/2022,396,YES,2,497,03/2003,2011,No
497,4,Mastercard,Debit,5482406481344925,02/2022,332,YES,1,497,08/2002,2010,No
498,0,Visa,Credit,4159886669620519,11/2012,693,YES,3,498,11/2012,2012,No
499,0,Mastercard,Debit,5024268740137327,10/2024,738,YES,2,499,10/2004,2007,No
499,1,Mastercard,Debit,5778350556346106,01/2023,199,YES,2,499,10/2003,2010,No
499,2,Mastercard,Debit (Prepaid),5559733534356395,09/2020,153,YES,2,499,07/2007,2016,No
500,0,Amex,Credit,371903508360130,04/2024,251,YES,1,500,10/2008,2014,No
500,1,Mastercard,Debit,5905896056968976,05/2022,924,YES,1,500,03/2001,2010,No
500,2,Mastercard,Debit,5844997309688106,10/2007,563,YES,2,500,08/2004,2016,No
500,3,Visa,Debit,4719754046419733,09/2024,990,NO,2,500,07/2010,2013,No
500,4,Visa,Debit,4594555086793748,10/2022,454,YES,2,500,04/2010,2010,No
501,0,Visa,Credit,4591747777139073,05/2022,694,NO,1,501,11/2006,2018,No
501,1,Mastercard,Debit,5592784175875657,10/2012,692,YES,2,501,12/2011,2011,No
501,2,Visa,Debit,4495057265994448,01/2022,846,YES,2,501,06/2010,2010,No
502,0,Visa,Credit,4461982939631759,02/2020,706,YES,1,502,02/2020,2020,No
502,1,Visa,Debit,4086265157159129,05/2023,965,YES,2,502,04/2007,2009,No
502,2,Visa,Credit,4813172947971800,05/2017,550,YES,1,502,08/2012,2012,No
502,3,Mastercard,Debit,5393830319691225,08/2022,765,YES,1,502,05/2001,2011,No
503,0,Visa,Credit,4254314337252554,05/2022,597,NO,1,503,02/2020,2020,No
503,1,Visa,Debit,4792077988071121,08/2020,969,YES,1,503,11/2013,2013,No
503,2,Mastercard,Debit,5546499017389142,10/2023,468,YES,1,503,07/2008,2008,No
503,3,Mastercard,Debit,5498290106887759,03/2016,927,NO,1,503,03/2010,2010,No
503,4,Mastercard,Debit,5969016640971734,02/2020,625,YES,1,503,02/2020,2020,No
503,5,Mastercard,Debit,5805455899430052,09/2024,461,YES,2,503,04/2008,2008,No
504,0,Amex,Credit,398921295633424,01/2024,659,YES,2,504,09/2014,2014,No
504,1,Mastercard,Debit,5922157962642456,10/2007,869,YES,1,504,08/1999,2011,No
504,2,Mastercard,Credit,5840051343792983,06/2012,650,YES,1,504,09/2006,2011,No
504,3,Discover,Credit,6129847719830710,08/2024,972,YES,1,504,01/2006,2007,No
505,0,Visa,Credit,4509891646969778,03/2024,503,YES,2,505,01/2005,2009,No
505,1,Visa,Debit,4836727908429089,01/2020,314,YES,1,505,01/2020,2020,No
506,0,Mastercard,Debit,5215629197170613,12/2020,502,YES,2,506,05/2005,2009,No
507,0,Amex,Credit,377759808724051,10/2023,360,YES,1,507,01/2006,2013,No
507,1,Visa,Credit,4373234712011855,01/2020,735,YES,2,507,02/2011,2011,No
507,2,Visa,Debit,4251519859550278,04/2019,637,YES,2,507,08/2006,2008,No
508,0,Visa,Credit,4812870507989207,06/2020,393,YES,2,508,07/2015,2015,No
508,1,Mastercard,Debit,5610324213392857,10/2023,951,YES,2,508,01/2020,2020,No
508,2,Mastercard,Debit,5542638681640102,06/2016,555,YES,1,508,06/2010,2010,No
508,3,Visa,Debit,4365836294015490,09/2021,569,YES,1,508,12/2010,2010,No
509,0,Visa,Debit,4823239404534030,10/2021,123,YES,2,509,01/2005,2014,No
509,1,Amex,Credit,335477025007820,11/2021,741,NO,1,509,10/2006,2006,No
509,2,Mastercard,Debit,5405712448987535,06/2020,515,NO,1,509,09/2003,2012,No
510,0,Mastercard,Debit,5713915813035539,12/2022,155,NO,2,510,10/2007,2008,No
510,1,Mastercard,Debit,5554873957809710,03/2024,511,YES,2,510,11/2007,2015,No
510,2,Visa,Debit,4170871321743414,09/2023,676,YES,2,510,07/2011,2011,No
510,3,Mastercard,Debit,5870786595656028,05/2023,221,YES,2,510,06/2002,2012,No
511,0,Visa,Debit,4178535461392083,05/2015,804,YES,1,511,05/2002,2008,No
511,1,Visa,Debit,4671850635889899,11/2020,859,YES,2,511,04/2012,2012,No
511,2,Mastercard,Credit,5219123186357731,06/2023,5,YES,1,511,12/2010,2011,No
511,3,Visa,Credit,4135829985251308,11/2006,69,YES,2,511,10/2006,2010,No
511,4,Mastercard,Debit,5434239693376748,12/2022,501,YES,2,511,12/2013,2013,No
511,5,Mastercard,Debit,5483162440698414,03/2023,973,YES,1,511,02/2020,2020,No
511,6,Visa,Debit,4815904170762930,03/2017,581,YES,2,511,08/2007,2010,No
512,0,Mastercard,Debit,5461068745624979,04/2012,47,YES,2,512,07/2006,2015,No
513,0,Mastercard,Credit,5831265252494760,04/2015,530,YES,2,513,11/2009,2010,No
513,1,Amex,Credit,364958962386268,10/2012,140,YES,2,513,10/1999,2007,No
513,2,Visa,Debit (Prepaid),4237846626072618,08/2023,204,NO,2,513,06/2006,2006,No
514,0,Visa,Credit,4365828013345605,02/2023,945,YES,2,514,02/2013,2013,No
514,1,Mastercard,Debit,5577607865497293,12/2024,463,YES,2,514,04/2010,2010,No
514,2,Visa,Debit,4602472596754075,04/2023,588,YES,1,514,08/2019,2019,No
515,0,Amex,Credit,343796888595234,06/2020,130,YES,2,515,11/2011,2011,No
515,1,Visa,Debit,4686786422368480,08/2021,648,YES,1,515,01/2011,2011,No
515,2,Visa,Debit,4584216972557578,07/2021,880,YES,2,515,08/2007,2007,No
515,3,Amex,Credit,335015591165588,12/2019,916,YES,1,515,05/2007,2016,No
516,0,Mastercard,Debit,5198483282511111,07/2022,392,YES,2,516,07/2018,2018,No
516,1,Visa,Debit,4470355925741360,05/2022,231,YES,1,516,02/2010,2010,No
516,2,Visa,Credit,4118885453058690,05/2011,419,YES,2,516,11/2010,2018,No
517,0,Visa,Debit,4475380884726150,06/2024,972,YES,1,517,12/2009,2011,No
517,1,Visa,Debit,4304585079155855,10/2013,340,YES,1,517,01/2013,2013,No
517,2,Mastercard,Debit (Prepaid),5000846807980564,07/2024,345,YES,3,517,02/2018,2018,No
517,3,Mastercard,Debit,5655027232477390,09/2022,848,YES,2,517,10/2018,2018,No
517,4,Visa,Debit,4602706416826257,03/2021,862,YES,2,517,09/2018,2018,No
517,5,Mastercard,Debit,5180082121310715,06/2016,148,YES,2,517,07/2006,2010,No
518,0,Visa,Debit,4906910670363168,12/2020,443,YES,2,518,02/2020,2020,No
518,1,Mastercard,Debit,5037135277339675,11/2021,719,YES,2,518,01/2020,2020,No
519,0,Visa,Debit,4815588963693440,04/2022,752,NO,2,519,02/2015,2015,No
519,1,Visa,Credit,4239689640583423,11/2022,10,YES,1,519,04/2001,2003,No
519,2,Mastercard,Debit,5965680471968381,02/2006,491,YES,2,519,02/2000,2013,No
519,3,Visa,Credit,4023269244492110,06/2024,413,YES,1,519,02/2020,2020,No
520,0,Amex,Credit,388335286539294,09/2021,695,YES,2,520,09/2005,2007,No
520,1,Mastercard,Debit,5418596356337176,06/2015,899,YES,1,520,03/2015,2015,No
520,2,Mastercard,Debit,5930575507132281,06/2023,751,YES,1,520,10/2015,2015,No
520,3,Mastercard,Credit,5293527173763220,04/2023,542,YES,1,520,06/2010,2012,No
521,0,Mastercard,Credit,5073085904399854,10/2021,19,YES,2,521,11/2004,2011,No
521,1,Visa,Debit,4046787704522231,04/2022,654,YES,2,521,07/2005,2016,No
521,2,Mastercard,Credit,5539431041002735,09/2024,932,YES,2,521,01/2020,2020,No
521,3,Visa,Debit,4488660162981931,06/2023,852,YES,1,521,02/2010,2010,No
522,0,Mastercard,Credit,5618482408174959,02/2020,793,YES,1,522,01/2020,2020,No
523,0,Mastercard,Debit,5792661772040761,10/2023,862,YES,2,523,01/2010,2015,No
523,1,Mastercard,Debit,5446646218200600,12/2022,473,YES,2,523,11/2007,2007,No
524,0,Visa,Debit,4886036634951653,04/2023,841,YES,1,524,08/2012,2012,No
524,1,Mastercard,Debit,5208111902646302,12/2021,143,YES,1,524,07/2014,2014,No
524,2,Mastercard,Debit,5683051566552763,03/2024,924,YES,1,524,05/2010,2010,No
524,3,Mastercard,Debit,5024398810633935,02/2020,575,NO,2,524,04/2014,2014,No
